FID,MEAN_RR,MEDIAN_RR,SDRR,RMSSD,SDSD,SDRR_RMSSD,HR,VLF,VLF_PCT,LF,LF_PCT,LF_NU,HF,HF_PCT,HF_NU,TP,LF_HF,HF_LF,sampen,higuci,condition
10.42.0.211-106.11.92.1-48378-443-6,714.5006178,678.19973,132.9497007,13.02429088,13.02423582,10.20782643,86.1050049,1687.849056,75.57730054,491.464897,22.00646444,90.10660137,53.96117557,2.416235012,9.893398626,2233.275128,9.107750003,0.109796602,1.162923484,1.205158218,no stress
10.42.0.151-36.110.213.49-37843-80-6,939.0285627,917.44889,214.6784031,17.05828373,17.05827052,12.58499428,68.37914176,5721.197604,83.70931155,1101.730673,16.119897,98.95160079,11.67291438,0.170791449,1.048399207,6834.601191,94.38351355,0.010595071,1.825286588,1.113343175,stress
222.73.28.96-10.42.0.211-80-40286-6,776.7709548,611.178175,405.2036795,12.78067038,12.76080695,31.70441514,89.25738667,3733.227218,85.23195244,607.0306145,13.85889512,93.84378711,39.8215994,0.909152448,6.156212894,4380.079432,15.24375273,0.065600644,0.483252855,1.16495533,no stress
203.205.158.63-10.42.0.151-80-56747-6,841.2140831,839.7746,59.53657922,13.01358775,13.01333364,4.574955067,71.68679712,888.6875567,48.98964185,915.2690995,50.45497155,98.9112278,10.07488809,0.555386599,1.0887722,1814.031544,90.84657728,0.011007569,2.204065804,1.142643946,stress
10.42.0.211-106.11.14.99-50673-443-6,687.2647571,578.82906,229.6986607,8.515859152,8.515775424,26.97304601,94.46150497,2409.848687,87.79809868,314.0120851,11.44041291,93.7592643,20.90104316,0.761488412,6.240735702,2744.761815,15.02375181,0.06656127,0.828959007,1.162113237,stress
209.15.224.11-10.42.0.211-443-39078-6,909.2910004,927.069305,93.731237,16.52761407,16.52761093,5.67118984,66.76341344,2188.518889,66.89780759,1068.310693,32.65571228,98.65120676,14.60631131,0.446480133,1.348793237,3271.435893,73.14034803,0.013672344,2.080660875,1.201353262,stress
172.217.10.10-10.42.0.42-443-58004-6,780.5866202,775.57362,50.25680627,11.81413367,11.81407278,4.253956125,77.17874766,664.2105958,41.90553216,906.3333247,57.18123217,98.42801611,14.47495785,0.913235675,1.571983889,1585.018878,62.61388351,0.015970899,2.15609928,1.125034079,no stress
182.254.5.234-10.42.0.42-80-45290-6,829.6977322,774.861555,211.1750108,19.07317917,19.07261663,11.0718307,76.64115757,10430.19273,90.24631661,1031.791193,8.927481695,91.52933657,95.48802875,0.826201691,8.470663425,11557.47195,10.80545076,0.092545885,1.985985628,1.125835826,stress
10.42.0.211-54.192.38.236-54579-443-6,806.6940027,812.597065,57.73180311,14.42541282,14.42536635,4.002090189,74.7736938,1072.761787,61.12023588,622.1234153,35.44526879,91.16636788,60.28110486,3.43449533,8.833632117,1755.166307,10.32037181,0.096895734,2.145666875,1.285446725,stress
216.58.219.196-10.42.0.211-443-60644-6,1058.997132,1049.85645,196.4289407,18.53447735,18.53432733,10.59802966,58.95724525,8447.052437,92.12681624,715.3641397,7.802037591,99.0963482,6.523349295,0.071146167,0.903651801,9168.939926,109.6620934,0.009118921,2.131406855,1.074121273,stress
10.42.0.211-74.6.105.9-45678-443-6,934.2129189,929.887735,71.89712267,12.45532232,12.45523509,5.772401617,64.60798168,1071.404364,64.56571638,580.3002524,34.97045819,98.69102637,7.696725382,0.463825428,1.30897363,1659.401342,75.39573307,0.01326335,2.172622436,1.19057115,no stress
10.42.0.151-52.88.110.117-47506-443-6,806.3361033,804.525925,65.45720393,14.17578189,14.17550374,4.617537463,74.90747116,831.8401572,40.66976957,1199.976314,58.66843498,98.88455607,13.53605004,0.661795456,1.115443933,2045.352521,88.65040467,0.011280264,2.203058775,1.130838021,stress
172.217.10.46-10.42.0.151-443-49578-6,976.4503182,981.98837,103.607002,21.88249048,21.88236407,4.734698826,62.19833056,2313.97395,57.53856831,1697.27433,42.20390422,99.39350263,10.35673755,0.257527467,0.606497372,4021.605017,163.8811761,0.006101982,2.173638354,1.225996767,stress
10.42.0.211-98.139.180.180-51618-443-6,1141.731473,1176.50165,158.1224042,22.64064988,22.64046384,6.984004659,53.81765185,2876.832935,60.52326751,1874.905431,39.44455778,99.91849701,1.529350452,0.032174717,0.08150299,4753.267716,1225.948851,0.000815695,2.026106304,1.133184643,no stress
10.42.0.151-10.42.0.1-5310-53-17,630.2596431,660.479105,111.9516152,16.37552719,16.37538192,6.836519758,98.9195071,2218.538145,58.16972295,1426.655425,37.40668198,89.42489654,168.7117269,4.423595076,10.57510346,3813.905297,8.456172262,0.118256815,1.943106877,1.195608376,stress
198.105.244.11-10.42.0.151-80-48969-6,858.8745573,854.48258,69.54109956,15.16223703,15.16222689,4.586466986,70.30894241,1969.143472,71.95531015,722.7533996,26.41043976,94.17269332,44.7232161,1.634250085,5.82730668,2736.620087,16.16058644,0.061878943,2.063314337,1.236935618,no stress
10.42.0.151-10.42.0.1-5351-40157-17,810.7149357,760.977905,286.0176041,17.63014169,17.62228639,16.22321641,83.61703818,3699.591763,72.10970053,1355.878196,26.42777283,94.7561458,75.03500174,1.462526639,5.243854195,5130.504961,18.06994289,0.055340518,1.262810609,1.188907638,no stress
10.42.0.211-10.42.0.1-42978-53-17,1003.533315,1002.79555,90.70159585,22.78207046,22.78207046,3.981270974,60.30057513,2191.990045,54.63561528,1810.963117,45.1384733,99.50200709,9.063603967,0.225911418,0.497992906,4012.016767,199.8060731,0.005004853,2.168615726,1.232152576,stress
180.149.134.221-10.42.0.211-80-42281-6,1208.834257,1119.4652,298.764259,14.75522117,14.75436508,20.24803665,52.59849942,3522.455564,87.8840399,483.3054017,12.0583015,99.52411031,2.310998391,0.057658605,0.475889692,4008.071964,209.1327296,0.004781652,1.965103169,1.141713017,stress
10.42.0.151-40.69.150.36-55177-443-6,746.6133926,742.78698,77.17206562,24.15158899,24.15115349,3.195320427,81.22564948,993.7878371,26.14516401,2660.771894,70.00117626,94.78211592,146.4791028,3.85365973,5.21788408,3801.038834,18.16485657,0.055051357,2.225755836,1.224725297,stress
10.42.0.211-111.202.114.77-56144-443-6,972.9021178,977.03521,302.4090561,16.68956091,16.68717823,18.11965321,68.71068505,5091.567168,86.63311557,746.5515556,12.70258941,95.03029276,39.04168412,0.664295024,4.969707242,5877.160408,19.12190963,0.052296032,2.017086858,1.122197908,no stress
10.42.0.211-63.250.200.101-47403-443-6,919.8633143,936.77686,119.0260616,19.14099156,19.14098477,6.218385352,66.43573628,3018.455673,68.71540245,1357.467125,30.90285561,98.77977672,16.76874607,0.381741944,1.220223284,4392.691544,80.95221427,0.012352967,2.162782545,1.22040197,stress
150.138.170.22-10.42.0.211-443-59653-6,791.3062151,793.70558,46.07189743,11.00562129,11.00562126,4.186215045,76.08740142,503.2047853,55.73613279,375.8839558,41.63378149,94.05816553,23.74530945,2.630085721,5.941834474,902.8340506,15.82981921,0.063171915,2.183128268,1.280534663,stress
10.42.0.151-52.84.1.143-49721-443-6,896.3084789,891.629285,75.88986212,11.43839595,11.43819058,6.63465948,67.43276209,1755.172339,76.88640149,519.3840972,22.75193913,98.43529612,8.256005178,0.361659374,1.564703885,2282.812441,62.90985604,0.01589576,2.116756241,1.150188328,no stress
172.217.11.14-10.42.0.151-443-33549-6,936.7955491,914.336425,120.968853,16.14098038,16.14089748,7.494517069,65.07834412,3277.580128,74.95190366,1089.693299,24.91917328,99.48529798,5.637690755,0.128923058,0.514702022,4372.911118,193.2871713,0.005173649,2.138032209,1.122209823,stress
172.217.10.67-10.42.0.42-443-46346-6,791.8815089,794.6805,70.83163745,15.41405999,15.41298225,4.595261566,76.39714998,1453.681805,63.3061613,785.3980389,34.20317621,93.21231416,57.19239132,2.490662494,6.78768584,2296.272235,13.73256164,0.072819626,2.203815966,1.258033691,no stress
184.169.166.225-10.42.0.211-443-58401-6,1101.606114,1096.56825,71.47059135,11.65656298,11.65655149,6.131360631,54.69613,1244.192025,72.97723999,460.6363713,27.01831417,99.98354778,0.075797373,0.004445844,0.016452219,1704.904194,6077.207585,0.000164549,2.103599363,1.148141228,stress
172.217.9.227-10.42.0.151-443-56530-6,1001.017555,979.36262,154.351614,17.28881134,17.28757299,8.927832626,61.39801652,4816.442219,80.62568965,1149.8518,19.24814836,99.34881817,7.536703598,0.126161988,0.651181826,5973.830723,152.5669393,0.0065545,2.126942077,1.092212519,no stress
10.42.0.211-10.42.0.1-26036-53-17,938.0672323,946.182965,81.24395284,12.80924626,12.80919594,6.342602148,64.45620837,2229.552327,76.34253147,688.8769238,23.58796769,99.7062203,2.02974356,0.069500841,0.293779704,2920.458994,339.3911119,0.002946453,2.178654904,1.085602905,stress
172.217.6.225-10.42.0.211-443-54835-6,822.9861201,754.65376,268.4811184,17.75179785,17.74926204,15.12416492,80.39772835,9409.458996,91.6415935,777.4335369,7.571662536,90.58739293,80.78029594,0.786743961,9.412607074,10267.67283,9.62404913,0.103906369,1.789595035,1.130449678,no stress
10.42.0.151-10.42.0.1-4267-53-17,1204.441953,1216.5268,303.8269614,15.22084378,15.22084189,19.96124301,53.51088411,5483.198306,91.0782059,534.2216979,8.873644738,99.46031751,2.898744958,0.04814936,0.539682486,6020.318749,184.2941361,0.005426109,2.120144946,1.049580621,stress
10.42.0.211-10.42.0.1-48859-53-17,949.7311482,982.986885,170.1215173,17.41258944,17.41199252,9.770029775,65.38319083,2249.074845,64.04297863,1248.004856,35.53725592,98.83259117,14.74141141,0.419765442,1.167408829,3511.821113,84.6597942,0.011811982,2.122266876,1.171032991,no stress
10.42.0.211-10.42.0.1-20673-53-17,888.4341154,895.70296,99.4610034,14.76700177,14.76699614,6.735355286,68.43449976,4497.711165,87.1226362,651.7412549,12.62451371,98.03647625,13.05340095,0.252850097,1.963523749,5162.505821,49.92884669,0.020028502,2.15256377,1.147252396,stress
172.217.10.42-10.42.0.211-443-52822-6,842.4523459,849.375785,117.307357,15.30661081,15.30654219,7.663836137,72.72715487,3908.018276,83.63669652,732.5086668,15.67664242,95.80365257,32.08500701,0.686661066,4.196347434,4672.611949,22.83024799,0.043801539,1.679002757,1.234739637,no stress
10.42.0.211-31.13.80.52-57396-443-6,564.5494554,527.24871,123.6083399,17.32775944,17.32550788,7.133544314,110.5427585,3142.965904,71.9664191,955.0966491,21.8694341,78.01156112,269.2047691,6.164146804,21.98843888,4367.267322,3.547844462,0.281861285,1.653350067,1.304313851,stress
10.42.0.1-10.42.0.42-53-47871-17,783.9492467,790.989495,99.83627868,15.89325187,15.89319587,6.281677249,77.95443143,1580.295087,48.70981191,1640.463681,50.56440282,98.58494324,23.54669121,0.725785272,1.415056757,3244.305459,69.66854349,0.01435368,2.1050876,1.127843772,stress
172.217.12.163-10.42.0.211-80-56357-6,941.1570299,916.683815,170.4789959,19.20179373,19.20173838,8.878284929,65.69240558,5674.455164,83.34462997,1107.107535,16.26085063,97.6312781,26.86055034,0.394519397,2.368721897,6808.423249,41.2168597,0.024261916,2.0457956,1.136931311,no stress
172.217.12.193-10.42.0.151-443-44620-17,716.4693973,707.94373,83.77037425,20.17604608,20.17604428,4.151971794,84.89130338,1188.047701,35.37529406,2069.749944,61.62884946,95.3642242,100.6131679,2.995856478,4.6357758,3358.410813,20.57136245,0.048611267,2.194639529,1.209625329,stress
175.100.207.206-10.42.0.211-80-35487-6,703.0769948,694.794855,71.83797578,20.47691898,20.47691729,3.508241443,86.19955464,1202.817298,35.73536483,2052.18792,60.96992798,94.87321887,110.8966095,3.294707191,5.126781132,3365.901827,18.50541625,0.054038233,2.123366708,1.228411479,stress
10.42.0.211-10.42.0.1-17648-53-17,935.4204565,944.74379,84.85740607,9.619632015,9.618339074,8.821273614,64.73342265,707.030534,63.55687612,400.6676814,36.0170954,98.83097705,4.739300667,0.426028482,1.169022951,1112.437516,84.54151986,0.011828507,2.061404611,1.190951358,stress
203.205.158.63-10.42.0.211-80-58573-6,727.410614,722.04728,73.21215446,23.02928201,23.02922031,3.179089753,83.32358841,817.7568262,23.658621,2499.491441,72.3130872,94.723318,139.2373259,4.028291807,5.276682003,3456.485593,17.9513031,0.055706262,2.205897166,1.229336132,no stress
172.217.11.46-10.42.0.151-443-35604-6,733.7885622,717.77662,240.3545714,16.72444297,16.72121787,14.37145451,90.60049411,3822.033532,73.96127089,1275.675793,24.68596942,94.80481678,69.90540876,1.352759684,5.195183217,5167.614733,18.24859929,0.054798726,1.890833361,1.155074567,stress
220.243.235.201-10.42.0.42-80-52599-6,696.0570475,706.25196,72.53292981,18.63935929,18.63931456,3.891385357,87.28762933,1010.700945,47.78952321,871.8086321,41.22220234,78.95388986,232.3910896,10.98827445,21.04611014,2114.900667,3.751471855,0.266562042,2.053482978,1.296997606,stress
172.217.10.227-10.42.0.42-80-44282-6,857.3942269,859.016025,67.73501714,15.98071522,15.98009201,4.238547287,70.45135632,1032.206403,49.58583985,1016.187417,48.81630879,96.83055047,33.26176202,1.59785136,3.169449526,2081.655581,30.55122023,0.032731917,2.010948209,1.250236434,no stress
10.42.0.211-104.192.110.245-57641-443-6,1125.260925,1132.81875,262.411196,15.38178195,15.38166066,17.05986972,56.57973209,8095.951864,96.07993404,327.5190296,3.886881652,99.15347589,2.79619803,0.033184303,0.846524107,8426.267092,117.1301267,0.008537513,2.142304379,1.043300836,stress
10.42.0.211-10.42.0.1-50516-53-17,1084.642811,1092.14995,97.17997609,21.5687601,21.56813162,4.505589364,55.77863335,2392.815817,54.88350121,1965.418368,45.08037794,99.91993871,1.574800149,0.036120852,0.080061292,4359.808985,1248.043041,0.000801254,2.182733682,1.138197772,no stress
172.217.11.33-10.42.0.151-443-33645-6,781.9451995,782.061935,47.70863992,12.66689911,12.66681401,3.766402456,77.02084165,487.2892979,46.716462,502.196386,48.14560567,90.35737393,53.59265937,5.137932324,9.642626067,1043.078343,9.370618886,0.106716537,2.219940959,1.316564214,stress
184.50.111.246-10.42.0.151-443-53505-6,764.0867187,773.59688,72.92425816,11.82811464,11.82796594,6.165332378,79.2976151,1221.22992,61.79445285,734.2044843,37.15087851,97.23948821,20.84317981,1.054668634,2.760511793,1976.277584,35.22516675,0.028388794,2.121969831,1.177528455,no stress
10.42.0.151-52.84.29.154-34146-443-6,901.7619935,902.214955,69.5084482,12.30146283,12.30136272,5.650421348,66.94299511,2156.495396,76.50395295,660.005035,23.41437605,99.65240536,2.302144223,0.081670999,0.347594635,2818.802575,286.6914368,0.003488071,2.20253552,1.063173567,stress
10.42.0.211-104.88.106.21-36787-80-6,804.6032631,809.929315,51.87304667,13.69949517,13.69924281,3.786493299,74.89277579,668.0390098,51.13799235,589.4046037,45.11857491,92.338766,48.902176,3.743432742,7.661233996,1306.34579,12.05272754,0.082968772,2.134973527,1.294187019,no stress
172.217.9.238-10.42.0.151-443-52854-6,844.6537788,841.108045,62.13778627,13.55374076,13.55370212,4.584548825,71.42187646,1030.804527,51.71113514,953.9342919,47.85487819,99.10126969,8.651046204,0.433986665,0.898730311,1993.389865,110.2680843,0.009068807,2.202269972,1.141409671,stress
10.42.0.211-10.42.0.1-39808-53-17,672.2690781,664.38922,64.5090828,17.86241626,17.8616265,3.61144214,90.04844259,756.8545254,30.5445783,1606.726015,64.84306683,93.3592587,114.2880947,4.612354872,6.640741298,2477.868635,14.05855981,0.071131041,2.13109959,1.222317425,stress
172.217.11.34-10.42.0.211-443-43916-6,834.1377833,836.906565,61.19436307,11.91555645,11.91548022,5.135669774,72.32815424,1571.060377,74.22417402,520.0994456,24.57190844,95.32927658,25.48262977,1.203917541,4.670723421,2116.642453,20.40995965,0.048995687,2.170679437,1.210876224,no stress
216.58.219.234-10.42.0.42-443-47241-6,790.1502628,795.643285,57.33427816,10.78183469,10.78158886,5.317673643,76.36612577,500.646622,56.0695705,366.3071595,41.02431576,93.38473633,25.94876356,2.906113741,6.615263666,892.902545,14.11655545,0.070838811,2.114108034,1.295157788,stress
10.42.0.211-31.13.71.7-49079-443-6,757.0842046,766.088995,66.97512862,10.58952604,10.58952503,6.324657814,79.92432896,1270.450798,69.24042894,537.136753,29.27431683,95.17140789,27.25203238,1.485254222,4.828592114,1834.839583,19.70997045,0.050735743,2.109969067,1.150290026,no stress
151.101.1.140-10.42.0.42-80-36385-6,727.4829565,730.23076,37.00679095,10.11352638,10.11343286,3.659138223,82.69505031,397.3363148,50.96707739,338.4822833,43.41775993,88.54817868,43.7754755,5.615162683,11.45182132,779.5940736,7.732235445,0.129328705,2.138787018,1.315106858,stress
172.217.3.106-10.42.0.151-443-53083-6,905.2408112,900.19062,113.5971103,14.25703776,14.25633877,7.967791919,67.3479238,2025.288505,71.6985966,780.825222,27.64251734,97.67189615,18.61172226,0.658886062,2.328103848,2824.725449,41.95341038,0.023835964,2.204605989,1.164032943,no stress
10.42.0.42-66.198.178.91-57417-443-6,858.812423,860.99824,69.07102895,16.68755562,16.68755479,4.139074081,70.34939638,1106.132308,50.34594348,1056.712885,48.09660363,96.86339245,34.21822767,1.557452887,3.136607553,2197.06342,30.88157852,0.032381764,2.069269746,1.26063593,stress
10.42.0.211-104.254.66.16-44444-80-6,803.4429521,808.529585,68.96712761,18.62861511,18.62839074,3.702214428,75.26198851,797.858601,36.60299425,1323.702802,60.72690825,95.78829085,58.2018027,2.670097492,4.211709151,2179.763206,22.74332994,0.043968935,2.173865123,1.261957477,no stress
10.42.0.151-14.204.144.143-39503-80-6,939.0497262,934.456895,93.59467083,13.83347735,13.83223879,6.765809381,64.57493251,953.3153914,55.53569476,755.7426225,44.02602956,99.01432018,7.523358727,0.438275683,0.985679817,1716.581373,100.452823,0.009954922,2.052609737,1.196356327,stress
172.217.12.170-10.42.0.151-443-44491-6,1073.114972,1102.67815,315.3091122,19.54640759,19.54587414,16.13130754,61.78358002,9172.968707,91.3699038,843.9377255,8.40627623,97.40651825,22.47012956,0.22381997,2.593481745,10039.37656,37.55820469,0.026625341,2.166168163,1.074839238,no stress
172.217.10.78-10.42.0.151-443-57693-6,916.7892363,936.887545,105.370338,17.54631129,17.54552432,6.005270072,66.41253172,3014.959364,73.52120116,1068.887267,26.06531839,98.43844709,16.95601739,0.413480454,1.561552909,4100.802648,63.03881638,0.015863242,2.096791995,1.191874267,stress
184.29.173.155-10.42.0.211-80-59505-6,958.3180806,940.497035,123.8142757,17.17897848,17.17797291,7.207313041,63.6467073,3363.735085,72.36014269,1279.649183,27.52761294,99.59390395,5.217794043,0.112244369,0.40609605,4648.602062,245.2471624,0.004077519,2.194024899,1.127175742,no stress
172.217.10.74-10.42.0.211-443-33776-6,982.913477,923.007675,347.8276927,19.0008491,19.00083872,18.30590259,69.17867864,11554.90073,92.99754794,830.6421654,6.685274624,95.47048042,39.40914443,0.317177437,4.529519579,12424.95204,21.07739657,0.04744419,1.937701107,1.091823679,stress
172.217.10.10-10.42.0.151-443-52357-6,666.4376967,650.00841,77.66989584,18.75100625,18.75093788,4.142172149,91.15796755,810.3647753,30.98122734,1682.035219,64.30624467,93.17210693,123.2638929,4.712527994,6.827893069,2615.663887,13.6458064,0.073282587,2.004833806,1.239347166,stress
180.149.138.210-10.42.0.42-80-58498-6,1065.888786,1073.32435,103.4350311,20.81692347,20.8154537,4.96879528,56.85675658,2562.998379,60.28657558,1686.838792,39.67764286,99.90990059,1.521202407,0.035781561,0.090099411,4251.358374,1108.885172,0.000901807,2.105182513,1.172737787,no stress
10.42.0.211-52.84.143.74-51243-80-6,1195.380627,1173.72015,230.09622,16.96837597,16.9672149,13.56029713,52.19862364,8668.647232,95.06710858,448.8711874,4.922669566,99.79278167,0.932074801,0.010221855,0.207218328,9118.450494,481.5827945,0.002076486,2.156929366,1.047561043,stress
172.217.12.195-10.42.0.151-443-50038-6,774.1387791,773.723605,41.1149183,10.84746694,10.84727455,3.790278278,77.72586435,363.8191041,32.97809082,722.9674177,65.53280159,97.7781779,16.42805196,1.48910759,2.221822101,1103.214574,44.00810392,0.022723088,2.191108562,1.156290138,stress
10.42.0.211-64.71.142.124-43104-443-6,770.620745,768.833505,57.48715498,11.40097997,11.40090721,5.042299447,78.29934273,1369.144902,67.84615331,617.4826638,30.59853154,95.16289555,31.38647811,1.555315147,4.837104445,2018.014044,19.67352507,0.050829732,2.145841761,1.189124927,no stress
10.42.0.151-10.42.0.1-63000-53-17,857.883372,863.12486,83.73038897,14.14589602,14.1449386,5.919058705,70.64103607,2165.238837,73.20937925,766.7188922,25.92370559,96.76410947,25.63986192,0.866915161,3.235890534,2957.597591,29.90339397,0.03344102,2.184297157,1.20103054,stress
10.42.0.211-23.45.196.130-59824-443-6,898.6994317,907.653355,85.04967577,16.62650902,16.62650045,5.115305665,67.41898248,1400.186227,51.04255462,1328.578073,48.43214248,98.92702142,14.40997409,0.525302903,1.072978581,2743.174275,92.19850534,0.010846163,2.138009574,1.175729946,stress
203.205.158.56-10.42.0.211-80-59413-6,992.0057995,1004.5155,105.934038,21.37241862,21.37207758,4.956576974,61.280457,2003.137215,53.50259845,1730.546299,46.22185791,99.40739993,10.31635338,0.275543636,0.592600075,3743.999867,167.7478693,0.005961328,2.084680055,1.22558442,no stress
10.42.0.151-10.42.0.1-5128-53-17,925.6718151,778.7748,351.0670562,18.39922428,18.39905822,19.08053573,73.82119237,7820.700587,88.99568733,900.4959923,10.24719702,93.11982794,66.53327767,0.757115646,6.880172063,8787.729857,13.53452022,0.073885146,1.753663214,1.128022264,stress
10.42.0.211-64.71.142.110-60198-443-6,704.918845,695.705995,80.37808677,18.19378758,18.19371304,4.417886404,86.22162462,1193.273109,38.26262369,1838.361772,58.94756545,95.48116388,87.00412988,2.789810862,4.518836122,3118.639012,21.12959207,0.04732699,2.192382417,1.20048578,no stress
169.47.42.215-10.42.0.211-443-41852-6,1203.572568,1185.4358,227.6663826,16.91448342,16.91327992,13.4598484,51.79827923,7921.503257,94.2730946,480.0629703,5.713186039,99.76044018,1.152799625,0.013719364,0.239559818,8402.719027,416.432275,0.002401351,2.157952549,1.049682088,stress
172.217.11.46-10.42.0.151-443-39498-6,987.5844459,923.007675,341.8395409,19.25986051,19.25975734,17.74880668,68.18012804,11598.45168,93.10688416,814.7378341,6.54032997,94.88205511,43.94701749,0.35278587,5.117944891,12457.13653,18.53909277,0.053940072,1.879378952,1.10061169,stress
151.101.1.140-10.42.0.211-443-44559-6,834.2071892,843.35682,79.58910494,19.2759131,19.27567302,4.128940846,72.63641149,1108.214859,39.89664278,1630.356984,58.69418702,97.65542182,39.14272598,1.409170201,2.344578184,2777.714569,41.65159536,0.024008684,2.132569319,1.224030761,no stress
172.217.10.238-10.42.0.211-443-37167-6,800.6333853,804.61149,78.16325694,16.43225161,16.43225054,4.756697912,75.7359855,1754.463615,57.73102547,1241.422094,40.84927719,96.641278,43.14503882,1.419697345,3.358721995,3039.030747,28.77322927,0.034754528,2.074573711,1.180924351,stress
10.42.0.151-50.17.232.169-37598-443-6,648.0989654,622.25347,103.5553302,9.032753538,9.032681432,11.46442552,94.4295081,1487.938383,80.31531323,324.7202177,17.52761156,89.04186165,39.96242896,2.15707521,10.95813835,1852.62103,8.125637658,0.123067265,1.517209274,1.215022427,stress
172.217.12.174-10.42.0.151-443-51724-6,1154.330543,1083.548,296.3083008,17.04603318,17.04149924,17.38283023,55.2162687,8856.039456,95.13889486,451.4234081,4.849563326,99.76256803,1.074374377,0.011541817,0.237431965,9308.537238,420.1732819,0.00237997,1.979062057,1.048363092,no stress
10.42.0.211-121.12.98.64-40872-80-6,683.4084353,695.584225,157.3160077,15.45502486,15.455014,10.17895533,93.39903638,1574.239271,61.31754426,856.5712205,33.36395216,86.25086367,136.5448877,5.318503577,13.74913633,2567.355379,6.273184116,0.15940868,2.104000385,1.236839981,stress
10.42.0.211-23.208.106.113-49708-443-6,1025.182201,1042.428,140.8945426,14.78524757,14.78415258,9.529400298,59.75390059,3211.168796,80.99863623,749.2205533,18.89836596,99.45794515,4.083320213,0.102997815,0.542054854,3964.472669,183.483174,0.005450091,2.179692705,1.104595266,no stress
172.217.3.97-10.42.0.42-443-40598-6,762.2055579,758.554865,84.09002055,23.34827158,23.34824392,3.601552272,79.70439412,1147.314544,28.25729814,2804.310688,69.06758363,96.27123295,108.6162604,2.675118231,3.728767054,4060.241492,25.8185163,0.038731893,2.22284417,1.196801674,stress
180.149.134.221-10.42.0.151-80-45154-6,873.2705831,881.86284,75.45262477,15.59903446,15.59898597,4.837006095,69.28801328,1527.080481,62.19820616,900.4107075,36.67385676,97.01618106,27.69293221,1.127937085,2.983818942,2455.18412,32.51409785,0.030755889,2.020260911,1.210930942,stress
202.77.129.161-10.42.0.151-80-34125-6,925.5306765,721.55157,372.3640542,13.90283824,13.90276457,26.783312,74.35977952,3740.998434,85.70788444,596.0280911,13.65526013,95.54400867,27.79761958,0.63685543,4.455991329,4364.824144,21.44169537,0.046638103,1.474181857,1.127262587,stress
10.42.0.211-10.42.0.1-54397-53-17,1106.409946,1102.23435,72.4598847,11.93169851,11.9309986,6.072889339,54.46430671,1501.677853,75.34644869,491.2828417,24.65003886,99.98575274,0.070004306,0.003512455,0.014247258,1993.030699,7017.894627,0.000142493,2.112628389,1.140843845,stress
10.42.0.151-14.204.144.144-33144-80-6,995.0223946,905.82638,402.8580613,17.66404934,17.65303587,22.80666531,71.42143417,5474.320885,86.02749659,818.4772324,12.862152,92.05331085,70.65671054,1.110351412,7.946689146,6363.454828,11.58385702,0.086327032,1.891888714,1.090863974,stress
172.217.12.193-10.42.0.42-443-50794-6,817.0274551,808.549375,99.61440451,8.607882415,8.607858868,11.57246344,74.42097912,1532.777107,83.24687553,298.5948825,16.21702914,96.80002776,9.870816746,0.536095333,3.19997224,1841.242806,30.25027109,0.033057555,1.725379749,1.157457951,stress
10.42.0.211-10.42.0.1-9779-53-17,802.3154982,756.36305,232.0111116,14.71874683,14.71450439,15.76296639,80.49627326,3913.400583,84.5792396,654.8747589,14.15362623,91.78293328,58.6290871,1.267134171,8.217066723,4626.904429,11.16979287,0.089527175,1.66591532,1.14568342,no stress
172.217.10.238-10.42.0.211-443-51662-6,1164.088867,1238.01965,399.9809631,19.32018,19.31937458,20.70275552,62.10977317,8614.147688,93.31589041,581.9288809,6.303956426,94.31258331,35.09258164,0.380153164,5.68741669,9231.16915,16.58267513,0.060303901,1.988081174,1.087752537,stress
10.42.0.211-123.125.115.190-56889-80-6,733.0550691,738.74106,67.78423285,11.82404961,11.82385982,5.732742597,82.59248416,530.4228568,47.42640428,532.8613233,47.64443353,90.62426277,55.12836847,4.92916219,9.375737235,1118.412549,9.665827923,0.103457252,2.177162987,1.246635102,no stress
10.42.0.211-10.42.0.1-23546-53-17,819.0283581,827.86737,57.27331679,14.59182442,14.59181597,3.925027821,73.63273168,1170.043427,63.29080644,620.7853694,33.57995587,91.47560221,57.84953917,3.129237686,8.524397793,1848.678336,10.73103396,0.093187665,2.117044352,1.307337551,no stress
172.217.10.78-10.42.0.151-443-49821-6,835.5840394,834.201635,62.40220413,14.13241527,14.13240343,4.415537114,72.22895438,1301.425045,70.45071363,505.4011396,27.35914073,92.58816064,40.4582188,2.190145639,7.411839364,1847.284403,12.49192759,0.080051697,2.064175956,1.318969559,stress
10.42.0.151-52.216.1.211-46011-443-6,808.1767018,811.37472,74.03803304,20.14219977,20.14187874,3.675766991,74.89622526,924.2022051,36.88353328,1526.157899,60.90668833,96.49888768,55.37110693,2.209778394,3.501112323,2505.731211,27.56235127,0.036281375,2.194927019,1.270010811,stress
208.185.50.65-10.42.0.211-443-40195-6,702.2504666,691.011215,112.329168,11.78306583,11.78291299,9.533101964,87.85853416,2572.437542,80.98994834,552.2544253,17.38703337,91.46231519,51.55100448,1.623018294,8.537684814,3176.242972,10.7127772,0.093346476,2.059589209,1.164956932,stress
